   7.8500000e+01	   6.7000000e+01
   7.5500000e+01	   6.6500000e+01
   7.5000000e+01	   6.4000000e+01
   7.5000000e+01	   6.4000000e+01
   7.5000000e+01	   5.8500000e+01
   7.4000000e+01	   6.8000000e+01
   7.4000000e+01	   6.8000000e+01
   7.4000000e+01	   6.6500000e+01
   7.4500000e+01	   6.6000000e+01
   7.4000000e+01	   6.5500000e+01
   7.4000000e+01	   6.2000000e+01
   7.4000000e+01	   6.1000000e+01
   7.3000000e+01	   6.7000000e+01
   7.3000000e+01	   6.7000000e+01
   7.3000000e+01	   6.6500000e+01
   7.3000000e+01	   6.5000000e+01
   7.3000000e+01	   6.4500000e+01
   7.3000000e+01	   6.4000000e+01
   7.3200000e+01	   6.3000000e+01
   7.2700000e+01	   6.9000000e+01
   7.2000000e+01	   6.8000000e+01
   7.2000000e+01	   6.7000000e+01
   7.2000000e+01	   6.5000000e+01
   7.2000000e+01	   6.5500000e+01
   7.2000000e+01	   6.4000000e+01
   7.2000000e+01	   6.3000000e+01
   7.2000000e+01	   6.3000000e+01
   7.2000000e+01	   6.3000000e+01
   7.2500000e+01	   6.3500000e+01
   7.2000000e+01	   6.2000000e+01
   7.2500000e+01	   6.2000000e+01
   7.2000000e+01	   6.2000000e+01
   7.2000000e+01	   6.2000000e+01
   7.2000000e+01	   6.1000000e+01
   7.1000000e+01	   6.9000000e+01
   7.1000000e+01	   6.7000000e+01
   7.1000000e+01	   6.6000000e+01
   7.1000000e+01	   6.6000000e+01
   7.1000000e+01	   6.6000000e+01
   7.1000000e+01	   6.6000000e+01
   7.1700000e+01	   6.5500000e+01
   7.1000000e+01	   6.5500000e+01
   7.1500000e+01	   6.5500000e+01
   7.1500000e+01	   6.5000000e+01
   7.1000000e+01	   6.5000000e+01
   7.1000000e+01	   6.4000000e+01
   7.1700000e+01	   6.4500000e+01
   7.1000000e+01	   6.4000000e+01
   7.1500000e+01	   6.4500000e+01
   7.1000000e+01	   6.4500000e+01
   7.1200000e+01	   6.3000000e+01
   7.1000000e+01	   6.3500000e+01
   7.1000000e+01	   6.3000000e+01
   7.1000000e+01	   6.3000000e+01
   7.1000000e+01	   6.2000000e+01
   7.1000000e+01	   6.2000000e+01
   7.1000000e+01	   6.2500000e+01
   7.1000000e+01	   6.2000000e+01
   7.1000000e+01	   6.1000000e+01
   7.1000000e+01	   5.8000000e+01
   7.0000000e+01	   6.9000000e+01
   7.0000000e+01	   6.9000000e+01
   7.0000000e+01	   6.8000000e+01
   7.0000000e+01	   6.7000000e+01
   7.0000000e+01	   6.7000000e+01
   7.0000000e+01	   6.6500000e+01
   7.0500000e+01	   6.5000000e+01
   7.0500000e+01	   6.5000000e+01
   7.0000000e+01	   6.5000000e+01
   7.0000000e+01	   6.5000000e+01
   7.0000000e+01	   6.5000000e+01
   7.0000000e+01	   6.5000000e+01
   7.0000000e+01	   6.5000000e+01
   7.0000000e+01	   6.5000000e+01
   7.0000000e+01	   6.4700000e+01
   7.0000000e+01	   6.4000000e+01
   7.0000000e+01	   6.4000000e+01
   7.0000000e+01	   6.4200000e+01
   7.0500000e+01	   6.4000000e+01
   7.0500000e+01	   6.4500000e+01
   7.0000000e+01	   6.4000000e+01
   7.0000000e+01	   6.4000000e+01
   7.0000000e+01	   6.3700000e+01
   7.0500000e+01	   6.3000000e+01
   7.0500000e+01	   6.3000000e+01
   7.0000000e+01	   6.3500000e+01
   7.0000000e+01	   6.3000000e+01
   7.0000000e+01	   6.3000000e+01
   7.0500000e+01	   6.2000000e+01
   7.0300000e+01	   6.2700000e+01
   7.0500000e+01	   6.2000000e+01
   7.0000000e+01	   6.1000000e+01
   7.0000000e+01	   6.0000000e+01
   7.0000000e+01	   6.0000000e+01
   7.0000000e+01	   5.8500000e+01
   7.0000000e+01	   5.8000000e+01
   6.9000000e+01	   6.8500000e+01
   6.9000000e+01	   6.7000000e+01
   6.9000000e+01	   6.6000000e+01
   6.9000000e+01	   6.6000000e+01
   6.9000000e+01	   6.6700000e+01
   6.9000000e+01	   6.6000000e+01
   6.9000000e+01	   6.6500000e+01
   6.9500000e+01	   6.6500000e+01
   6.9000000e+01	   6.6500000e+01
   6.9500000e+01	   6.6000000e+01
   6.9000000e+01	   6.6000000e+01
   6.9000000e+01	   6.5000000e+01
   6.9500000e+01	   6.4500000e+01
   6.9200000e+01	   6.4000000e+01
   6.9000000e+01	   6.3500000e+01
   6.9000000e+01	   6.3000000e+01
   6.9000000e+01	   6.3000000e+01
   6.9000000e+01	   6.3000000e+01
   6.9000000e+01	   6.3500000e+01
   6.9000000e+01	   6.3500000e+01
   6.9700000e+01	   6.2000000e+01
   6.9500000e+01	   6.2000000e+01
   6.9000000e+01	   6.2000000e+01
   6.9500000e+01	   6.2000000e+01
   6.9000000e+01	   6.2500000e+01
   6.9000000e+01	   6.2000000e+01
   6.9500000e+01	   6.1000000e+01
   6.9000000e+01	   6.1000000e+01
   6.9000000e+01	   6.0000000e+01
   6.9000000e+01	   6.0000000e+01
   6.9000000e+01	   6.0500000e+01
   6.8700000e+01	   7.0500000e+01
   6.8500000e+01	   6.7000000e+01
   6.8500000e+01	   6.6500000e+01
   6.8000000e+01	   6.5000000e+01
   6.8000000e+01	   6.5500000e+01
   6.8000000e+01	   6.5500000e+01
   6.8000000e+01	   6.5000000e+01
   6.8500000e+01	   6.5000000e+01
   6.8500000e+01	   6.5000000e+01
   6.8000000e+01	   6.4000000e+01
   6.8000000e+01	   6.4000000e+01
   6.8000000e+01	   6.4000000e+01
   6.8000000e+01	   6.4500000e+01
   6.8000000e+01	   6.4000000e+01
   6.8000000e+01	   6.3000000e+01
   6.8500000e+01	   6.3500000e+01
   6.8000000e+01	   6.3000000e+01
   6.8000000e+01	   6.3000000e+01
   6.8000000e+01	   6.3000000e+01
   6.8000000e+01	   6.3000000e+01
   6.8500000e+01	   6.3500000e+01
   6.8000000e+01	   6.3000000e+01
   6.8200000e+01	   6.3500000e+01
   6.8000000e+01	   6.2500000e+01
   6.8700000e+01	   6.2000000e+01
   6.8000000e+01	   6.2500000e+01
   6.8000000e+01	   6.1000000e+01
   6.8000000e+01	   6.0200000e+01
   6.8000000e+01	   6.0000000e+01
   6.8000000e+01	   6.0000000e+01
   6.8500000e+01	   5.9000000e+01
   6.8000000e+01	   5.9000000e+01
   6.7000000e+01	   6.6200000e+01
   6.7000000e+01	   6.6500000e+01
   6.7000000e+01	   6.6000000e+01
   6.7000000e+01	   6.5000000e+01
   6.7000000e+01	   6.5500000e+01
   6.7000000e+01	   6.5500000e+01
   6.7000000e+01	   6.5000000e+01
   6.7500000e+01	   6.5000000e+01
   6.7000000e+01	   6.4000000e+01
   6.7000000e+01	   6.3500000e+01
   6.7000000e+01	   6.3000000e+01
   6.7500000e+01	   6.2000000e+01
   6.7000000e+01	   6.1000000e+01
   6.6000000e+01	   6.7000000e+01
   6.6000000e+01	   6.7000000e+01
   6.6000000e+01	   6.6000000e+01
   6.6000000e+01	   6.6000000e+01
   6.6500000e+01	   6.5000000e+01
   6.6000000e+01	   6.5500000e+01
   6.6000000e+01	   6.3000000e+01
   6.6000000e+01	   6.3500000e+01
   6.6500000e+01	   6.3000000e+01
   6.6500000e+01	   6.2500000e+01
   6.6000000e+01	   6.1500000e+01
   6.6000000e+01	   6.0000000e+01
   6.6000000e+01	   6.0000000e+01
   6.6000000e+01	   5.9000000e+01
   6.5000000e+01	   6.7000000e+01
   6.5000000e+01	   6.7000000e+01
   6.5000000e+01	   6.6000000e+01
   6.5000000e+01	   6.6000000e+01
   6.5000000e+01	   6.5000000e+01
   6.5000000e+01	   6.5500000e+01
   6.5000000e+01	   6.5000000e+01
   6.5000000e+01	   6.4000000e+01
   6.5000000e+01	   6.3000000e+01
   6.5000000e+01	   6.3000000e+01
   6.5500000e+01	   6.3000000e+01
   6.5500000e+01	   6.0000000e+01
   6.4000000e+01	   6.4000000e+01
   6.4000000e+01	   6.4000000e+01
   6.4000000e+01	   6.3000000e+01
   6.4000000e+01	   6.0000000e+01
   6.3000000e+01	   6.3500000e+01
   6.2000000e+01	   6.6000000e+01
   6.2500000e+01	   6.3000000e+01
